category,features
'Restaurant' - Florida - Rosemary Grill,"Florida, 27.8477602, -82.3517241, Curbside pickup, No-contact delivery, Delivery, Wheelchair accessible entrance, Comfort food, Healthy options, Kids' menu, Good for kids, Casual, Groups"
'Restaurant' - Florida - BJ's Restaurant & Brewhouse,"Florida, 25.7865087, -80.3682455, Curbside pickup, No-contact delivery, Delivery, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Groups"
'Restaurant' - Arizona - Sassy's Cafe & Bakery,"Arizona, 33.3816337, -111.6170501, Curbside pickup, No-contact delivery, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Groups"
'Pizza restaurant' - Louisiana - Wildwood Pizza,"Louisiana, 31.2887049, -92.4734534, Outdoor seating, Curbside pickup, Takeaway, Wheelchair-accessible car park, Comfort food, Healthy options, Kids' menu, Good for kids, Casual, Groups"
'Pizza restaurant' - Texas - Pizza joint,"Texas, 29.8807421, -95.6069802, Curbside pickup, No-contact delivery, Delivery, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Family-friendly"
'Pizza restaurant' - North Carolina - Sal's New York Pizza,"North Carolina, 36.010501399999995, -75.6557661, Curbside pickup, No-contact delivery, Delivery, Wheelchair-accessible car park, Alcohol, Beer, Coffee, Bar on site, Casual, Family friendly"
'Pizza restaurant' - Texas - Rapid Fired Pizza,"Texas, 29.6751571, -98.0578747, Curbside pickup, No-contact delivery, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Good for kids, Casual, Family-friendly"
'Pizza restaurant' - Tennessee - Chris' Pizza Village (Sango),"Tennessee, 36.4975292, -87.2223104, Curbside pickup, No-contact delivery, Delivery, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Gender-neutral restroom, Casual, Family-friendly"
'Restaurant' - California - Wylder Space Inc,"California, 37.0521403, -122.0734243, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Comfort food, Bar onsite, Casual, Family-friendly"
'Restaurant' - Arizona - Taberna de Arcadia,"Arizona, 33.494238, -111.977849, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Alabama - Miami Fusion Cafe 280,"Alabama, 33.4052973, -86.66291849999999, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Tennessee - Front St. Tavern,"Tennessee, 35.928900299999995, -86.9201068, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Restaurant' - Tennessee - Rock'n Dough Pizza & Brewery,"Tennessee, 35.174172, -89.7943671, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Georgia - The Dugout Sports Bar and Grill,"Georgia, 34.6640558, -83.643233, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Arizona - Istanbul Mediterranean Cuisine & Bar,"Arizona, 32.2363842, -110.9286363, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Restaurant' - North Carolina - Coach's Neighborhood Grill,"North Carolina, 36.394159, -80.7854739, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Restaurant' - Florida - Bellini's Eatery,"Florida, 26.957437, -80.0841787, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Good for kids, Casual, Family-friendly"
'Restaurant' - Arkansas - Eden,"Arkansas, 34.5145909, -93.053352, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - North Carolina - Howard Station,"North Carolina, 36.2175855, -81.6841623, Outdoor seating, Delivery, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, College students"
'Restaurant' - California - El Capricho Restaurant,"California, 37.7645655, -122.419893, No-contact delivery, Delivery, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Groups"
'Pizza restaurant' - Louisiana - Marco's Pizza,"Louisiana, 32.624542, -93.71472, Curbside pickup, No-contact delivery, Delivery, Wheelchair accessible entrance, Comfort food, Late-night food, Quick bite, Good for kids, Casual, No"
'Pizza restaurant' - California - OVE Pizzeria,"California, 34.1435355, -118.4082549, Outdoor seating, No-contact delivery, Delivery, Wheelchair accessible entrance, Comfort food, Kids' menu, Late-night food, Good for kids, Casual, Family-friendly"
'Pizza restaurant' - Florida - Bosco's Italian To Go,"Florida, 28.2401313, -82.31802979999999, Curbside pickup, No-contact delivery, Delivery, Wheelchair-accessible car park, Comfort food, Late-night food, Quick bite, Good for kids, Casual, No"
'Restaurant' - Texas - Buenos Sabores,"Texas, 30.4538065, -97.8280475, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Family-friendly"
'Restaurant' - South Carolina - Bojangles,"South Carolina, 35.1804764, -82.1613702, Drive-through, Takeaway, Dine-in, Wheelchair-accessible car park, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Family friendly"
'Restaurant' - South Carolina - Pasta Fresca,"South Carolina, 34.018587499999995, -80.9679544, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
"'Restaurant' - California - Andale Restaurant Bar, Bonita California","California, 32.6586426, -117.0386532, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Mexican restaurant' - California - Tacos El Pollo y El Pollito,"California, 37.2605319, -121.8095733, Outdoor seating, Takeout, Delivery, Wheelchair accessible seating, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'Mexican restaurant' - Florida - Don martin modern mexican cuisine llc,"Florida, 28.1076602, -81.6269531, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'Mexican restaurant' - Florida - Don Pedro's Tacos,"Florida, 25.9333439, -80.12264859999999, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Tourists"
'Mexican restaurant' - South Carolina - Taqueria Del Sabor,"South Carolina, 32.2443915, -80.8586521, Outdoor seating, Takeout, Delivery, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'Mexican restaurant' - Georgia - Casa Del Sol,"Georgia, 31.5171577, -82.6354041, Outdoor seating, Takeout, Delivery, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, No"
'Mexican restaurant' - North Carolina - Tortilleria y taqueria ramos,"North Carolina, 35.5002497, -78.349802, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'Mexican restaurant' - California - Don Pollo,"California, 33.859601999999995, -117.9737315, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - Arkansas - Taqueria El Primo,"Arkansas, 34.8325301, -92.1955491, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, No"
'Mexican restaurant' - New Mexico - La Fonda del Sol Mexican Restaurant,"New Mexico, 35.9933031, -106.0820102, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - North Carolina - Quetzal,"North Carolina, 35.4321918, -80.6059342, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - California - El Huarachito Casero,"California, 34.259478, -118.431571, No-contact delivery, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - California - La Pancita Feliz,"California, 33.935925, -118.0105973, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, No"
'Mexican restaurant' - Texas - Los Abuelos Restaurant & Bar,"Texas, 32.8968175, -96.6304806, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Groups"
'Mexican restaurant' - Texas - La Cazadora Mexican Restaurant,"Texas, 29.4902, -98.526349, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Gender-neutral restroom, Casual, Family-friendly"
'Mexican restaurant' - Tennessee - Taqueria Andrea,"Tennessee, 36.2030305, -86.7688098, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Family-friendly"
'Mexican restaurant' - California - Mi Lindo Apatzingan #2,"California, 33.917395, -117.472933, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Mexican restaurant' - Texas - Chipotle Mexican Grill,"Texas, 30.2335627, -97.7393761, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Healthy options, Kids' menu, Good for kids, Casual, College students"
'Mexican restaurant' - Texas - Fruteria Y Mas,"Texas, 32.9166955, -96.662413, Drive-through, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Healthy options, Quick bite, Good for kids, Casual, Groups"
'Mexican restaurant' - Oklahoma - Don Tacos,"Oklahoma, 36.1182705, -95.8682532, Outdoor seating, Takeout, Delivery, Wheelchair accessible entrance, Comfort food, Healthy options, Late-night food, Good for kids, Casual, College students"
'Mexican restaurant' - North Carolina - El Tacorriendo,"North Carolina, 35.9132003, -81.5292892, Outdoor seating, Takeout, Delivery, Wheelchair accessible entrance, Comfort food, Healthy options, Kids' menu, Good for kids, Casual, College students"
'Mexican restaurant' - Alabama - LA HACIENA MEXICAN GRILL,"Alabama, 33.954874, -86.4643322, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Groups"
'Mexican restaurant' - California - Ensenada's Mexican Food,"California, 32.8545422, -116.9836544, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Groups"
'Mexican restaurant' - California - Mariscos Valencia Restaurant,"California, 33.7349, -117.8363889, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Groups"
'Mexican restaurant' - North Carolina - El Taco Feliz (Taco Truck),"North Carolina, 35.7484409, -78.64853699999999, Outdoor seating, Takeout, Delivery, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Family-friendly"
'Restaurant' - Georgia - Starshines Cafe & Patisserie,"Georgia, 33.4471596, -84.147708, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Good for kids, Casual, Family-friendly"
'Restaurant' - New Mexico - La Casa Sena,"New Mexico, 35.6872929, -105.9362497, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Cozy, Family-friendly"
'Restaurant' - California - Samburgers - Seaport Village,"California, 32.7086426, -117.1685009, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Good for kids, Casual, Family-friendly"
'Pizza restaurant' - Georgia - Papa John's Pizza,"Georgia, 32.8247171, -83.6544274, Curbside pickup, No-contact delivery, Delivery, Wheelchair accessible entrance, Comfort food, Late-night food, Quick bite, Good for kids, Casual, College students"
'Sushi restaurant' - Florida - Tako Sushi,"Florida, 25.9395414, -80.1218851, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Healthy options, Quick bite, Good for kids, Casual, No"
'Sushi restaurant' - South Carolina - Twin Dragon Restaurant,"South Carolina, 33.9623403, -80.4649297, No-contact delivery, Delivery, Takeout, Wheelchair accessible entrance, All you can eat, Comfort food, Healthy options, Good for kids, Casual, Groups"
'Restaurant' - South Carolina - Santa Fe Cafe,"South Carolina, 32.177176, -80.72793229999999, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Alabama - Bariachi Mexican Kitchen,"Alabama, 30.676813, -88.089687, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Restaurant' - California - 4 Seasons Cafe,"California, 35.1319869, -118.4488474, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Tourists"
'Restaurant' - South Carolina - Thai E-San Restaurant,"South Carolina, 33.749547199999995, -78.81878809999999, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Family-friendly"
'Restaurant' - Oklahoma - Screamin' Jack's BBQ and More!,"Oklahoma, 35.3086691, -99.6326848, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Family-friendly"
'Restaurant' - Arizona - Café 54,"Arizona, 32.2229346, -110.970319, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Family-friendly"
'Restaurant' - Texas - Juice Joint,"Texas, 29.6629372, -98.6276482, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Coffee, Healthy options, Quick bite, Good for kids, Casual, College students"
'Restaurant' - Florida - THE RITERO BURGER 🍔,"Florida, 25.8255832, -80.3175062, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Family-friendly"
'Restaurant' - Georgia - Little Rey,"Georgia, 33.8079573, -84.36619139999999, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Good for kids, Casual, Groups"
'Restaurant' - Mississippi - 1908 Provisions,"Mississippi, 32.3208592, -90.1766065, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Cozy, Family-friendly"
'Restaurant' - Tennessee - Whiskey Creek Grille,"Tennessee, 35.1583736, -86.5586187, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Mississippi - Grit Restaurant,"Mississippi, 34.2681595, -89.588014, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Cozy, Groups"
'Restaurant' - California - Curry Craft - Nordahl,"California, 33.1353132, -117.1206384, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, All you can eat, Comfort food, Healthy options, Good for kids, Casual, Groups"
